experiment_id,model,task,example_id,prediction,ground_truth,is_correct,latency_ms,timestamp,error
llama3.2_local_baseline_math,llama3.2,math,258,6,6,True,3664.688,2026-01-21T04:56:39.251479,
llama3.2_local_baseline_math,llama3.2,math,259,76,168,False,5052.576,2026-01-21T04:56:44.304070,
llama3.2_local_baseline_math,llama3.2,math,260,9,11,False,6719.019,2026-01-21T04:56:51.023112,
llama3.2_local_baseline_math,llama3.2,math,261,$62,62,False,5986.043,2026-01-21T04:56:57.009212,
llama3.2_local_baseline_math,llama3.2,math,262,270,270,True,3719.122,2026-01-21T04:57:00.728354,
llama3.2_local_baseline_math,llama3.2,math,263,8,8,True,4361.194,2026-01-21T04:57:05.089564,
llama3.2_local_baseline_math,llama3.2,math,264,400,400,True,3712.201,2026-01-21T04:57:08.801801,
llama3.2_local_baseline_math,llama3.2,math,265,"$9,500",9500,False,4544.647,2026-01-21T04:57:13.346488,
llama3.2_local_baseline_math,llama3.2,math,266,"118,000",118000,True,6070.032999999999,2026-01-21T04:57:19.416552,
llama3.2_local_baseline_math,llama3.2,math,267,23,91,False,5507.004,2026-01-21T04:57:24.923581,
llama3.2_local_baseline_math,llama3.2,math,268,1375,1375,True,5068.189,2026-01-21T04:57:29.991814,
llama3.2_local_baseline_math,llama3.2,math,269,4,4,True,3359.44,2026-01-21T04:57:33.351269,
llama3.2_local_baseline_math,llama3.2,math,270,762,762,True,4149.981000000001,2026-01-21T04:57:37.501258,
llama3.2_local_baseline_math,llama3.2,math,271,28,20,False,5225.155,2026-01-21T04:57:42.726431,
llama3.2_local_baseline_math,llama3.2,math,272,$5.01,5,False,3372.143,2026-01-21T04:57:46.098583,
llama3.2_local_baseline_math,llama3.2,math,273,315,315,True,6066.483,2026-01-21T04:57:52.165077,
llama3.2_local_baseline_math,llama3.2,math,274,3200,3200,True,3283.274,2026-01-21T04:57:55.448373,
llama3.2_local_baseline_math,llama3.2,math,275,138,138,True,5724.365,2026-01-21T04:58:01.172753,
llama3.2_local_baseline_math,llama3.2,math,276,11,9,False,96678.97499999999,2026-01-21T04:59:37.851752,
llama3.2_local_baseline_math,llama3.2,math,277,4,4,True,5867.089,2026-01-21T04:59:43.718862,
llama3.2_local_baseline_math,llama3.2,math,278,40,40,True,4283.465999999999,2026-01-21T04:59:48.002337,
llama3.2_local_baseline_math,llama3.2,math,279,6,6,True,6418.968,2026-01-21T04:59:54.421313,
llama3.2_local_baseline_math,llama3.2,math,280,7,7,True,3083.355,2026-01-21T04:59:57.504700,
llama3.2_local_baseline_math,llama3.2,math,281,2450,2450,True,6346.746,2026-01-21T05:00:03.851464,
llama3.2_local_baseline_math,llama3.2,math,282,$195,195,False,4633.835999999999,2026-01-21T05:00:08.485373,
llama3.2_local_baseline_math,llama3.2,math,283,68,68,True,5318.536,2026-01-21T05:00:13.803953,
llama3.2_local_baseline_math,llama3.2,math,284,360,360,True,6132.848,2026-01-21T05:00:19.936817,
llama3.2_local_baseline_math,llama3.2,math,285,21,21,True,2759.462,2026-01-21T05:00:22.696297,
llama3.2_local_baseline_math,llama3.2,math,286,100,90,False,3996.251,2026-01-21T05:00:26.692590,
llama3.2_local_baseline_math,llama3.2,math,287,8,8,True,6039.387,2026-01-21T05:00:32.731995,
llama3.2_local_baseline_math,llama3.2,math,288,3,3,True,3883.251,2026-01-21T05:00:36.615257,
llama3.2_local_baseline_math,llama3.2,math,289,16,16,True,3884.9049999999997,2026-01-21T05:00:40.500207,
llama3.2_local_baseline_math,llama3.2,math,290,390,390,True,6313.482,2026-01-21T05:00:46.813707,
llama3.2_local_baseline_math,llama3.2,math,291,2,2,True,4600.131,2026-01-21T05:00:51.413854,
llama3.2_local_baseline_math,llama3.2,math,292,$75,75,False,5000.079000000001,2026-01-21T05:00:56.413977,
llama3.2_local_baseline_math,llama3.2,math,293,83,83,True,6502.461,2026-01-21T05:01:02.916454,
llama3.2_local_baseline_math,llama3.2,math,294,3,3,True,3932.406,2026-01-21T05:01:06.848894,
llama3.2_local_baseline_math,llama3.2,math,295,370,370,True,5374.887000000001,2026-01-21T05:01:12.223799,
llama3.2_local_baseline_math,llama3.2,math,296,3,3,True,5710.008,2026-01-21T05:01:17.933817,
llama3.2_local_baseline_math,llama3.2,math,297,55,55,True,5011.039000000001,2026-01-21T05:01:22.944869,
llama3.2_local_baseline_math,llama3.2,math,298,650,500,False,5993.436,2026-01-21T05:01:28.938312,
llama3.2_local_baseline_math,llama3.2,math,299,"31,800",31800,True,6173.161,2026-01-21T05:01:35.111511,
llama3.2_local_baseline_math,llama3.2,math,300,78,78,True,3417.47,2026-01-21T05:01:38.528998,
llama3.2_local_baseline_math,llama3.2,math,301,16,8,False,6651.057,2026-01-21T05:01:45.180137,
llama3.2_local_baseline_math,llama3.2,math,302,$15,15,False,2318.8909999999996,2026-01-21T05:01:47.499044,
llama3.2_local_baseline_math,llama3.2,math,303,$1300,1300,False,5394.211,2026-01-21T05:01:52.893274,
llama3.2_local_baseline_math,llama3.2,math,304,2300,3200,False,4863.602,2026-01-21T05:01:57.756902,
llama3.2_local_baseline_math,llama3.2,math,305,4,4,True,2928.478,2026-01-21T05:02:00.685395,
llama3.2_local_baseline_math,llama3.2,math,306,10,10,True,5687.818,2026-01-21T05:02:06.373241,
llama3.2_local_baseline_math,llama3.2,math,307,4,16,False,5663.92,2026-01-21T05:02:12.037171,
llama3.2_local_baseline_math,llama3.2,math,308,$4,6,False,6883.098999999999,2026-01-21T05:02:18.920295,
llama3.2_local_baseline_math,llama3.2,math,309,8,8,True,4506.793,2026-01-21T05:02:23.427110,
llama3.2_local_baseline_math,llama3.2,math,310,2050,2050,True,8461.447,2026-01-21T05:02:31.888605,
llama3.2_local_baseline_math,llama3.2,math,311,91,91,True,4560.562,2026-01-21T05:02:36.449184,
llama3.2_local_baseline_math,llama3.2,math,312,32,32,True,2910.679,2026-01-21T05:02:39.359885,
llama3.2_local_baseline_math,llama3.2,math,313,444000,120000,False,6248.599999999999,2026-01-21T05:02:45.608503,
llama3.2_local_baseline_math,llama3.2,math,314,30,30,True,5619.065,2026-01-21T05:02:51.227582,
llama3.2_local_baseline_math,llama3.2,math,315,10,14,False,7665.174,2026-01-21T05:02:58.892796,
llama3.2_local_baseline_math,llama3.2,math,316,156,156,True,4849.894,2026-01-21T05:03:03.742793,
llama3.2_local_baseline_math,llama3.2,math,317,$12,12,False,3559.4719999999998,2026-01-21T05:03:07.302286,
llama3.2_local_baseline_math,llama3.2,math,318,123,123,True,5638.0470000000005,2026-01-21T05:03:12.940391,
llama3.2_local_baseline_math,llama3.2,math,319,15,15,True,3338.474,2026-01-21T05:03:16.278874,
llama3.2_local_baseline_math,llama3.2,math,320,11,8,False,67534.777,2026-01-21T05:04:23.813665,
llama3.2_local_baseline_math,llama3.2,math,321,$1,1,False,5479.3,2026-01-21T05:04:29.292996,
llama3.2_local_baseline_math,llama3.2,math,322,68,9,False,69470.386,2026-01-21T05:05:38.763401,
llama3.2_local_baseline_math,llama3.2,math,323,60,75,False,10461.531,2026-01-21T05:05:49.225030,
llama3.2_local_baseline_math,llama3.2,math,324,10,14,False,72186.848,2026-01-21T05:07:01.411891,
llama3.2_local_baseline_math,llama3.2,math,325,"$224,000",224000,False,10923.242999999999,2026-01-21T05:07:12.335193,
llama3.2_local_baseline_math,llama3.2,math,326,14,14,True,5018.194,2026-01-21T05:07:17.353446,
llama3.2_local_baseline_math,llama3.2,math,327,31,31,True,4633.245,2026-01-21T05:07:21.986700,
llama3.2_local_baseline_math,llama3.2,math,328,2,2,True,4236.95,2026-01-21T05:07:26.223691,
llama3.2_local_baseline_math,llama3.2,math,329,14,14,True,3209.542,2026-01-21T05:07:29.433248,
llama3.2_local_baseline_math,llama3.2,math,330,74,31,False,6122.688,2026-01-21T05:07:35.555964,
llama3.2_local_baseline_math,llama3.2,math,331,"8,400",8400,True,8754.285,2026-01-21T05:07:44.310269,
llama3.2_local_baseline_math,llama3.2,math,332,44,44,True,3909.16,2026-01-21T05:07:48.219442,
llama3.2_local_baseline_math,llama3.2,math,333,100,100,True,5263.868,2026-01-21T05:07:53.483336,
llama3.2_local_baseline_math,llama3.2,math,334,6,6,True,3768.927,2026-01-21T05:07:57.252275,
llama3.2_local_baseline_math,llama3.2,math,335,310,310,True,3646.306,2026-01-21T05:08:00.898631,
llama3.2_local_baseline_math,llama3.2,math,336,72,72,True,6267.91,2026-01-21T05:08:07.166557,
llama3.2_local_baseline_math,llama3.2,math,337,1,1,True,3705.5060000000003,2026-01-21T05:08:10.872094,
llama3.2_local_baseline_math,llama3.2,math,338,60,60,True,4478.6,2026-01-21T05:08:15.350708,
llama3.2_local_baseline_math,llama3.2,math,339,160,160,True,5108.359,2026-01-21T05:08:20.459074,
llama3.2_local_baseline_math,llama3.2,math,340,4,4,True,4931.239,2026-01-21T05:08:25.390330,
llama3.2_local_baseline_math,llama3.2,math,341,260,260,True,7340.5509999999995,2026-01-21T05:08:32.730899,
llama3.2_local_baseline_math,llama3.2,math,342,87,87,True,3956.179,2026-01-21T05:08:36.687089,
llama3.2_local_baseline_math,llama3.2,math,343,180000,180000,True,3282.973,2026-01-21T05:08:39.970105,
llama3.2_local_baseline_math,llama3.2,math,344,2,2,True,3857.9900000000002,2026-01-21T05:08:43.828106,
llama3.2_local_baseline_math,llama3.2,math,345,310,310,True,3337.495,2026-01-21T05:08:47.165613,
llama3.2_local_baseline_math,llama3.2,math,346,9,9,True,4491.205,2026-01-21T05:08:51.656837,
llama3.2_local_baseline_math,llama3.2,math,347,36,36,True,4446.7429999999995,2026-01-21T05:08:56.103651,
llama3.2_local_baseline_math,llama3.2,math,348,10,10,True,5223.269,2026-01-21T05:09:01.327792,
llama3.2_local_baseline_math,llama3.2,math,349,2640,2640,True,4558.82,2026-01-21T05:09:05.886802,
llama3.2_local_baseline_math,llama3.2,math,350,8,8,True,4742.534,2026-01-21T05:09:10.629373,
llama3.2_local_baseline_math,llama3.2,math,351,10,10,True,3720.862,2026-01-21T05:09:14.350249,
llama3.2_local_baseline_math,llama3.2,math,352,51,21,False,3463.219,2026-01-21T05:09:17.813478,
llama3.2_local_baseline_math,llama3.2,math,353,8,20,False,7217.177000000001,2026-01-21T05:09:25.030682,
llama3.2_local_baseline_math,llama3.2,math,354,45,45,True,5235.572999999999,2026-01-21T05:09:30.266285,
llama3.2_local_baseline_math,llama3.2,math,355,34,34,True,4568.094,2026-01-21T05:09:34.834394,
llama3.2_local_baseline_math,llama3.2,math,356,21,21,True,5206.043000000001,2026-01-21T05:09:40.040444,
llama3.2_local_baseline_math,llama3.2,math,357,2,2,True,7360.553999999999,2026-01-21T05:09:47.401032,
llama3.2_local_baseline_math,llama3.2,math,358,20,20,True,3768.0060000000003,2026-01-21T05:09:51.169050,
llama3.2_local_baseline_math,llama3.2,math,359,6,4,False,15718.417000000001,2026-01-21T05:10:06.887519,
llama3.2_local_baseline_math,llama3.2,math,360,25,25,True,2834.968,2026-01-21T05:10:09.722525,
llama3.2_local_baseline_math,llama3.2,math,361,20,20,True,11279.79,2026-01-21T05:10:21.002333,
llama3.2_local_baseline_math,llama3.2,math,362,23,23,True,6705.8369999999995,2026-01-21T05:10:27.708213,
llama3.2_local_baseline_math,llama3.2,math,363,6,6,True,6175.547,2026-01-21T05:10:33.883795,
llama3.2_local_baseline_math,llama3.2,math,364,49,49,True,5521.148,2026-01-21T05:10:39.404960,
llama3.2_local_baseline_math,llama3.2,math,365,18,18,True,3281.027,2026-01-21T05:10:42.686059,
llama3.2_local_baseline_math,llama3.2,math,366,9,9,True,3857.834,2026-01-21T05:10:46.543917,
llama3.2_local_baseline_math,llama3.2,math,367,19,19,True,11127.836000000001,2026-01-21T05:10:57.672038,
llama3.2_local_baseline_math,llama3.2,math,368,6,18,False,5390.944,2026-01-21T05:11:03.063039,
llama3.2_local_baseline_math,llama3.2,math,369,1198,1198,True,7629.8550000000005,2026-01-21T05:11:10.692907,
llama3.2_local_baseline_math,llama3.2,math,370,320,320,True,3662.2889999999998,2026-01-21T05:11:14.355226,
llama3.2_local_baseline_math,llama3.2,math,371,50,50,True,4140.615000000001,2026-01-21T05:11:18.495856,
llama3.2_local_baseline_math,llama3.2,math,372,5,5,True,4018.701,2026-01-21T05:11:22.514571,
llama3.2_local_baseline_math,llama3.2,math,373,$240000,240000,False,4250.7789999999995,2026-01-21T05:11:26.765369,
llama3.2_local_baseline_math,llama3.2,math,374,23,45,False,5173.849999999999,2026-01-21T05:11:31.939241,
llama3.2_local_baseline_math,llama3.2,math,375,48,48,True,3850.234,2026-01-21T05:11:35.789514,
llama3.2_local_baseline_math,llama3.2,math,376,15,15,True,4696.0509999999995,2026-01-21T05:11:40.485579,
llama3.2_local_baseline_math,llama3.2,math,377,50,50,True,6021.416,2026-01-21T05:11:46.507012,
llama3.2_local_baseline_math,llama3.2,math,378,15,15,True,3007.6130000000003,2026-01-21T05:11:49.514637,
llama3.2_local_baseline_math,llama3.2,math,379,21,21,True,3003.572,2026-01-21T05:11:52.518233,
llama3.2_local_baseline_math,llama3.2,math,380,736.10,803,False,5567.5470000000005,2026-01-21T05:11:58.085820,
llama3.2_local_baseline_math,llama3.2,math,381,67,67,True,4444.483,2026-01-21T05:12:02.530310,
llama3.2_local_baseline_math,llama3.2,math,382,350,350,True,4331.264,2026-01-21T05:12:06.861586,
llama3.2_local_baseline_math,llama3.2,math,383,18,2,False,62359.058,2026-01-21T05:13:09.220714,
llama3.2_local_baseline_math,llama3.2,math,384,32,32,True,5789.44,2026-01-21T05:13:15.010189,
llama3.2_local_baseline_math,llama3.2,math,385,16,16,True,7858.413,2026-01-21T05:13:22.868622,
llama3.2_local_baseline_math,llama3.2,math,386,80,80,True,4295.074,2026-01-21T05:13:27.163760,
llama3.2_local_baseline_math,llama3.2,math,387,36,36,True,2688.528,2026-01-21T05:13:29.852310,
llama3.2_local_baseline_math,llama3.2,math,388,88,88,True,3886.172,2026-01-21T05:13:33.738490,
llama3.2_local_baseline_math,llama3.2,math,389,$12,6,False,6013.636,2026-01-21T05:13:39.752149,
llama3.2_local_baseline_math,llama3.2,math,390,12,12,True,4231.830000000001,2026-01-21T05:13:43.984033,
llama3.2_local_baseline_math,llama3.2,math,391,15,15,True,5265.565,2026-01-21T05:13:49.249616,
llama3.2_local_baseline_math,llama3.2,math,392,42,34,False,6244.1539999999995,2026-01-21T05:13:55.493790,
llama3.2_local_baseline_math,llama3.2,math,393,20,20,True,4693.017,2026-01-21T05:14:00.186853,
llama3.2_local_baseline_math,llama3.2,math,394,452,92,False,4740.326,2026-01-21T05:14:04.927203,
llama3.2_local_baseline_math,llama3.2,math,395,52,38,False,6705.47,2026-01-21T05:14:11.632759,
llama3.2_local_baseline_math,llama3.2,math,396,3,3,True,4063.866,2026-01-21T05:14:15.696669,
llama3.2_local_baseline_math,llama3.2,math,397,25,25,True,3613.877,2026-01-21T05:14:19.310571,
llama3.2_local_baseline_math,llama3.2,math,398,168,168,True,5371.684,2026-01-21T05:14:24.682269,
llama3.2_local_baseline_math,llama3.2,math,399,12,12,True,3917.138,2026-01-21T05:14:28.599518,
llama3.2_local_baseline_math,llama3.2,math,400,48,48,True,2929.535,2026-01-21T05:14:31.529070,
llama3.2_local_baseline_math,llama3.2,math,401,14400,14400,True,4014.4700000000003,2026-01-21T05:14:35.543581,
llama3.2_local_baseline_math,llama3.2,math,402,4,4,True,6510.448,2026-01-21T05:14:42.054071,
llama3.2_local_baseline_math,llama3.2,math,403,126,81,False,6095.214999999999,2026-01-21T05:14:48.149304,
llama3.2_local_baseline_math,llama3.2,math,404,22,22,True,4788.759,2026-01-21T05:14:52.938077,
llama3.2_local_baseline_math,llama3.2,math,405,$100.00,50,False,6325.74,2026-01-21T05:14:59.263889,
llama3.2_local_baseline_math,llama3.2,math,406,200,200,True,7856.318,2026-01-21T05:15:07.120219,
llama3.2_local_baseline_math,llama3.2,math,407,2500,2000,False,22748.595,2026-01-21T05:15:29.868868,
llama3.2_local_baseline_math,llama3.2,math,408,20,20,True,7353.34,2026-01-21T05:15:37.222253,
llama3.2_local_baseline_math,llama3.2,math,409,42000,168000,False,6504.1630000000005,2026-01-21T05:15:43.726447,
llama3.2_local_baseline_math,llama3.2,math,410,$3,3,False,6456.283,2026-01-21T05:15:50.182761,
llama3.2_local_baseline_math,llama3.2,math,411,1110,1110,True,6030.424,2026-01-21T05:15:56.213202,
llama3.2_local_baseline_math,llama3.2,math,412,5,5,True,3668.326,2026-01-21T05:15:59.881564,
llama3.2_local_baseline_math,llama3.2,math,413,2500,25,False,4057.872,2026-01-21T05:16:03.939450,
llama3.2_local_baseline_math,llama3.2,math,414,56,56,True,6147.815,2026-01-21T05:16:10.087319,
llama3.2_local_baseline_math,llama3.2,math,415,350,350,True,11921.742,2026-01-21T05:16:22.009088,
llama3.2_local_baseline_math,llama3.2,math,416,56,56,True,5341.085,2026-01-21T05:16:27.350198,
llama3.2_local_baseline_math,llama3.2,math,417,3140,3140,True,7048.143,2026-01-21T05:16:34.398362,
llama3.2_local_baseline_math,llama3.2,math,418,40,40,True,5459.148,2026-01-21T05:16:39.857588,
llama3.2_local_baseline_math,llama3.2,math,419,3000,3000,True,4693.5,2026-01-21T05:16:44.551158,
llama3.2_local_baseline_math,llama3.2,math,420,17000,17000,True,3154.5519999999997,2026-01-21T05:16:47.705731,
llama3.2_local_baseline_math,llama3.2,math,421,12,12,True,5604.594,2026-01-21T05:16:53.310347,
llama3.2_local_baseline_math,llama3.2,math,422,392,284,False,7302.025000000001,2026-01-21T05:17:00.612430,
llama3.2_local_baseline_math,llama3.2,math,423,-$4.50,8,False,92089.318,2026-01-21T05:18:32.701800,
llama3.2_local_baseline_math,llama3.2,math,424,570,570,True,6663.321,2026-01-21T05:18:39.365212,
llama3.2_local_baseline_math,llama3.2,math,425,150,150,True,6255.215999999999,2026-01-21T05:18:45.620468,
llama3.2_local_baseline_math,llama3.2,math,426,11,11,True,4333.337,2026-01-21T05:18:49.953817,
llama3.2_local_baseline_math,llama3.2,math,427,75,150,False,12485.234999999999,2026-01-21T05:19:02.439080,
llama3.2_local_baseline_math,llama3.2,math,428,4,26,False,5183.134,2026-01-21T05:19:07.622261,
llama3.2_local_baseline_math,llama3.2,math,429,13,13,True,3581.232,2026-01-21T05:19:11.203545,
llama3.2_local_baseline_math,llama3.2,math,430,132.00,132,True,5566.875999999999,2026-01-21T05:19:16.770430,
llama3.2_local_baseline_math,llama3.2,math,431,1,1,True,4425.21,2026-01-21T05:19:21.195666,
llama3.2_local_baseline_math,llama3.2,math,432,30,30,True,4067.1710000000003,2026-01-21T05:19:25.262887,
llama3.2_local_baseline_math,llama3.2,math,433,6,6,True,4548.28,2026-01-21T05:19:29.811185,
llama3.2_local_baseline_math,llama3.2,math,434,5,5,True,6464.338,2026-01-21T05:19:36.275541,
llama3.2_local_baseline_math,llama3.2,math,435,5,5,True,3568.527,2026-01-21T05:19:39.844101,
llama3.2_local_baseline_math,llama3.2,math,436,15,15,True,3950.1499999999996,2026-01-21T05:19:43.794269,
llama3.2_local_baseline_math,llama3.2,math,437,7,7,True,3921.867,2026-01-21T05:19:47.716153,
llama3.2_local_baseline_math,llama3.2,math,438,2,2,True,7043.552,2026-01-21T05:19:54.759724,
llama3.2_local_baseline_math,llama3.2,math,439,12,17,False,6810.887,2026-01-21T05:20:01.570669,
llama3.2_local_baseline_math,llama3.2,math,440,98,98,True,6214.85,2026-01-21T05:20:07.785580,
llama3.2_local_baseline_math,llama3.2,math,441,80,80,True,4835.483,2026-01-21T05:20:12.621409,
llama3.2_local_baseline_math,llama3.2,math,442,49,49,True,5075.138,2026-01-21T05:20:17.696556,
llama3.2_local_baseline_math,llama3.2,math,443,59,59,True,5854.668000000001,2026-01-21T05:20:23.551233,
llama3.2_local_baseline_math,llama3.2,math,444,20,20,True,4642.698,2026-01-21T05:20:28.193949,
llama3.2_local_baseline_math,llama3.2,math,445,66,6,False,8669.798999999999,2026-01-21T05:20:36.863761,
llama3.2_local_baseline_math,llama3.2,math,446,2,2,True,4679.394,2026-01-21T05:20:41.543207,
llama3.2_local_baseline_math,llama3.2,math,447,5,5,True,3793.181,2026-01-21T05:20:45.336401,
llama3.2_local_baseline_math,llama3.2,math,448,539,539,True,4901.844,2026-01-21T05:20:50.238261,
llama3.2_local_baseline_math,llama3.2,math,449,112,112,True,3924.022,2026-01-21T05:20:54.162295,
llama3.2_local_baseline_math,llama3.2,math,450,9,4,False,4763.397999999999,2026-01-21T05:20:58.925748,
llama3.2_local_baseline_math,llama3.2,math,451,11100,11050,False,4570.976,2026-01-21T05:21:03.496745,
llama3.2_local_baseline_math,llama3.2,math,452,50,50,True,5263.666,2026-01-21T05:21:08.760466,
llama3.2_local_baseline_math,llama3.2,math,453,6400,6400,True,5428.844,2026-01-21T05:21:14.189342,
llama3.2_local_baseline_math,llama3.2,math,454,240,150,False,3030.581,2026-01-21T05:21:17.220387,
llama3.2_local_baseline_math,llama3.2,math,455,1920,1920,True,5587.389,2026-01-21T05:21:22.807799,
llama3.2_local_baseline_math,llama3.2,math,456,78,78,True,4253.483,2026-01-21T05:21:27.061321,
llama3.2_local_baseline_math,llama3.2,math,457,45,45,True,3260.041,2026-01-21T05:21:30.321397,
llama3.2_local_baseline_math,llama3.2,math,458,35,35,True,4117.178,2026-01-21T05:21:34.438595,
llama3.2_local_baseline_math,llama3.2,math,459,2,2,True,5982.724,2026-01-21T05:21:40.421330,
llama3.2_local_baseline_math,llama3.2,math,460,84,84,True,4983.1810000000005,2026-01-21T05:21:45.404571,
llama3.2_local_baseline_math,llama3.2,math,461,9,9,True,4096.356,2026-01-21T05:21:49.500938,
llama3.2_local_baseline_math,llama3.2,math,462,71,71,True,3114.606,2026-01-21T05:21:52.615559,
llama3.2_local_baseline_math,llama3.2,math,463,18,18,True,3853.132,2026-01-21T05:21:56.468715,
llama3.2_local_baseline_math,llama3.2,math,464,6,6,True,3167.635,2026-01-21T05:21:59.636380,
llama3.2_local_baseline_math,llama3.2,math,465,30,30,True,5221.857,2026-01-21T05:22:04.858257,
llama3.2_local_baseline_math,llama3.2,math,466,1,1,True,6409.625,2026-01-21T05:22:11.267896,
llama3.2_local_baseline_math,llama3.2,math,467,1200,1200,True,4757.456999999999,2026-01-21T05:22:16.025412,
llama3.2_local_baseline_math,llama3.2,math,468,120,120,True,5510.294,2026-01-21T05:22:21.535721,
llama3.2_local_baseline_math,llama3.2,math,469,4,4,True,2960.6279999999997,2026-01-21T05:22:24.496390,
llama3.2_local_baseline_math,llama3.2,math,470,3,3,True,4456.255999999999,2026-01-21T05:22:28.952662,
llama3.2_local_baseline_math,llama3.2,math,471,80,80,True,5308.765,2026-01-21T05:22:34.261438,
llama3.2_local_baseline_math,llama3.2,math,472,6,6,True,4377.487999999999,2026-01-21T05:22:38.638953,
llama3.2_local_baseline_math,llama3.2,math,473,10,10,True,5905.303,2026-01-21T05:22:44.544270,
llama3.2_local_baseline_math,llama3.2,math,474,80,80,True,3730.6789999999996,2026-01-21T05:22:48.274966,
llama3.2_local_baseline_math,llama3.2,math,475,13.33,20,False,4169.277,2026-01-21T05:22:52.444250,
llama3.2_local_baseline_math,llama3.2,math,476,5,5,True,3140.123,2026-01-21T05:22:55.584386,
llama3.2_local_baseline_math,llama3.2,math,477,20,20,True,4904.163,2026-01-21T05:23:00.488561,
llama3.2_local_baseline_math,llama3.2,math,478,621,621,True,3830.684,2026-01-21T05:23:04.319301,
llama3.2_local_baseline_math,llama3.2,math,479,15400,15400,True,5364.757,2026-01-21T05:23:09.684069,
llama3.2_local_baseline_math,llama3.2,math,480,11,11,True,4373.161,2026-01-21T05:23:14.057243,
llama3.2_local_baseline_math,llama3.2,math,481,84,84,True,4265.12,2026-01-21T05:23:18.322377,
llama3.2_local_baseline_math,llama3.2,math,482,26,26,True,3408.948,2026-01-21T05:23:21.731338,
llama3.2_local_baseline_math,llama3.2,math,483,40,40,True,3827.547,2026-01-21T05:23:25.558893,
llama3.2_local_baseline_math,llama3.2,math,484,$240,240,False,3855.515,2026-01-21T05:23:29.414448,
llama3.2_local_baseline_math,llama3.2,math,485,220,220,True,3083.169,2026-01-21T05:23:32.497629,
llama3.2_local_baseline_math,llama3.2,math,486,6,6,True,3379.6240000000003,2026-01-21T05:23:35.877273,
llama3.2_local_baseline_math,llama3.2,math,487,4,4,True,5160.308,2026-01-21T05:23:41.037604,
llama3.2_local_baseline_math,llama3.2,math,488,6,6,True,3983.325,2026-01-21T05:23:45.020954,
llama3.2_local_baseline_math,llama3.2,math,489,-10,-10,True,2526.567,2026-01-21T05:23:47.547536,
llama3.2_local_baseline_math,llama3.2,math,490,4,4,True,4286.392,2026-01-21T05:23:51.833940,
llama3.2_local_baseline_math,llama3.2,math,491,16,16,True,3585.233,2026-01-21T05:23:55.419188,
llama3.2_local_baseline_math,llama3.2,math,492,32,32,True,3321.697,2026-01-21T05:23:58.740909,
llama3.2_local_baseline_math,llama3.2,math,493,25,25,True,7946.923,2026-01-21T05:24:06.687841,
llama3.2_local_baseline_math,llama3.2,math,494,48,21,False,6654.652999999999,2026-01-21T05:24:13.342520,
llama3.2_local_baseline_math,llama3.2,math,495,200,200,True,3540.481,2026-01-21T05:24:16.883014,
llama3.2_local_baseline_math,llama3.2,math,496,38,38,True,3700.428,2026-01-21T05:24:20.583464,
llama3.2_local_baseline_math,llama3.2,math,497,224,112,False,4780.034,2026-01-21T05:24:25.363559,
llama3.2_local_baseline_math,llama3.2,math,498,40,40,True,4354.518,2026-01-21T05:24:29.718096,
llama3.2_local_baseline_math,llama3.2,math,499,10,10,True,5096.901,2026-01-21T05:24:34.815346,
llama3.2_local_baseline_math,llama3.2,math,500,16,16,True,8057.9400000000005,2026-01-21T05:24:42.873302,
llama3.2_local_baseline_math,llama3.2,math,501,273,273,True,4942.006,2026-01-21T05:24:47.815322,
llama3.2_local_baseline_math,llama3.2,math,502,26,26,True,3843.36,2026-01-21T05:24:51.658753,
llama3.2_local_baseline_math,llama3.2,math,503,18,18,True,4538.383,2026-01-21T05:24:56.197149,
llama3.2_local_baseline_math,llama3.2,math,504,2,2,True,6007.699,2026-01-21T05:25:02.204968,
llama3.2_local_baseline_math,llama3.2,math,505,1200,"1,600",False,4863.035,2026-01-21T05:25:07.068021,
llama3.2_local_baseline_math,llama3.2,math,506,$72.00,144,False,4057.558,2026-01-21T05:25:11.125642,
llama3.2_local_baseline_math,llama3.2,math,507,$2,2,False,4152.968000000001,2026-01-21T05:25:15.278631,
llama3.2_local_baseline_math,llama3.2,math,508,90,120,False,6961.429,2026-01-21T05:25:22.240077,
llama3.2_local_baseline_math,llama3.2,math,509,4,4,True,4423.324,2026-01-21T05:25:26.663437,
llama3.2_local_baseline_math,llama3.2,math,510,500,525,False,5765.885,2026-01-21T05:25:32.429342,
llama3.2_local_baseline_math,llama3.2,math,511,110,110,True,3532.1530000000002,2026-01-21T05:25:35.961530,
llama3.2_local_baseline_math,llama3.2,math,512,120,120,True,3164.411,2026-01-21T05:25:39.125959,
llama3.2_local_baseline_math,llama3.2,math,513,300,300,True,5274.338,2026-01-21T05:25:44.400311,
llama3.2_local_baseline_math,llama3.2,math,514,"$90,000",90000,False,4408.966,2026-01-21T05:25:48.809285,
llama3.2_local_baseline_math,llama3.2,math,515,288,160,False,5205.056,2026-01-21T05:25:54.014356,
llama3.2_local_baseline_math,llama3.2,math,516,375,375,True,2938.147,2026-01-21T05:25:56.952539,
llama3.2_local_baseline_math,llama3.2,math,517,18,18,True,2779.465,2026-01-21T05:25:59.732012,
llama3.2_local_baseline_math,llama3.2,math,518,32,32,True,5323.771,2026-01-21T05:26:05.055807,
llama3.2_local_baseline_math,llama3.2,math,519,280,280,True,4258.287,2026-01-21T05:26:09.314144,
